#separator:,
#html:true
#if matches:keep current
#notetype:Spanish Conjugation
#deck:Spanish::conjugación
#columns:question,infinitivo,polski,english,person,case,conj_espanol,conj_polski,irregular,hint
"despertarse, ns, presente progresivo",despertarse,budzić się,to wake up,ns,presente_progresivo,nos estamos despertando,,False,
"despertarse, vs, presente progresivo",despertarse,budzić się,to wake up,vs,presente_progresivo,os estáis despertando,,False,
"despertarse, ellos, presente progresivo",despertarse,budzić się,to wake up,ellos,presente_progresivo,se están despertando,,False,
"despertarse, yo, pretérito imperfecto",despertarse,budzić się,to wake up,yo,pret_imperfecto,me despertaba,,False,
"despertarse, tú, pretérito imperfecto",despertarse,budzić się,to wake up,tu,pret_imperfecto,te despertabas,,False,
"despertarse, él, pretérito imperfecto",despertarse,budzić się,to wake up,el,pret_imperfecto,se despertaba,,False,
"despertarse, ns, pretérito imperfecto",despertarse,budzić się,to wake up,ns,pret_imperfecto,nos despertábamos,,False,
"despertarse, vs, pretérito imperfecto",despertarse,budzić się,to wake up,vs,pret_imperfecto,os despertabais,,False,
"despertarse, ellos, pretérito imperfecto",despertarse,budzić się,to wake up,ellos,pret_imperfecto,se despertaban,,False,
"despertarse, tú, imperativo",despertarse,budzić się,to wake up,tu,imperativo,desp<em>i</em>értate,,True,
"despertarse, usted, imperativo",despertarse,budzić się,to wake up,ud,imperativo,desp<em>i</em>értese,,True,
"despertarse, ns, imperativo",despertarse,budzić się,to wake up,ns,imperativo,despertémonos,,False,
"despertarse, vs, imperativo",despertarse,budzić się,to wake up,vs,imperativo,despertaos,,False,
"despertarse, ustedes, imperativo",despertarse,budzić się,to wake up,uds,imperativo,desp<em>i</em>értense,,True,
"doler, yo, presente",doler,boleć,to hurt,yo,presente,d<em>ue</em>lo,,True,
"doler, tú, presente",doler,boleć,to hurt,tu,presente,d<em>ue</em>les,,True,
"doler, él, presente",doler,boleć,to hurt,el,presente,d<em>ue</em>le,,True,
"doler, ns, presente",doler,boleć,to hurt,ns,presente,dolemos,,False,
"doler, vs, presente",doler,boleć,to hurt,vs,presente,doléis,,False,
"doler, ellos, presente",doler,boleć,to hurt,ellos,presente,d<em>ue</em>len,,True,
"doler, yo, pret. indefinido",doler,boleć,to hurt,yo,pret_indefinido,dolí,,False,
"doler, tú, pret. indefinido",doler,boleć,to hurt,tu,pret_indefinido,doliste,,False,
"doler, él, pret. indefinido",doler,boleć,to hurt,el,pret_indefinido,dolió,,False,
"doler, ns, pret. indefinido",doler,boleć,to hurt,ns,pret_indefinido,dolimos,,False,
"doler, vs, pret. indefinido",doler,boleć,to hurt,vs,pret_indefinido,dolisteis,,False,
"doler, ellos, pret. indefinido",doler,boleć,to hurt,ellos,pret_indefinido,dolieron,,False,
"doler, yo, pret. perfecto",doler,boleć,to hurt,yo,pret_perfecto,he dolido,,False,
"doler, tú, pret. perfecto",doler,boleć,to hurt,tu,pret_perfecto,has dolido,,False,
"doler, él, pret. perfecto",doler,boleć,to hurt,el,pret_perfecto,ha dolido,,False,
"doler, ns, pret. perfecto",doler,boleć,to hurt,ns,pret_perfecto,hemos dolido,,False,
"doler, vs, pret. perfecto",doler,boleć,to hurt,vs,pret_perfecto,habéis dolido,,False,
"doler, ellos, pret. perfecto",doler,boleć,to hurt,ellos,pret_perfecto,han dolido,,False,
"doler, yo, presente progresivo",doler,boleć,to hurt,yo,presente_progresivo,estoy doliendo,,False,
"doler, tú, presente progresivo",doler,boleć,to hurt,tu,presente_progresivo,estás doliendo,,False,
"doler, él, presente progresivo",doler,boleć,to hurt,el,presente_progresivo,está doliendo,,False,
"doler, ns, presente progresivo",doler,boleć,to hurt,ns,presente_progresivo,estamos doliendo,,False,
"doler, vs, presente progresivo",doler,boleć,to hurt,vs,presente_progresivo,estáis doliendo,,False,
"doler, ellos, presente progresivo",doler,boleć,to hurt,ellos,presente_progresivo,están doliendo,,False,
"doler, yo, pretérito imperfecto",doler,boleć,to hurt,yo,pret_imperfecto,dolía,,False,
"doler, tú, pretérito imperfecto",doler,boleć,to hurt,tu,pret_imperfecto,dolías,,False,
"doler, él, pretérito imperfecto",doler,boleć,to hurt,el,pret_imperfecto,dolía,,False,
"doler, ns, pretérito imperfecto",doler,boleć,to hurt,ns,pret_imperfecto,dolíamos,,False,
"doler, vs, pretérito imperfecto",doler,boleć,to hurt,vs,pret_imperfecto,dolíais,,False,
"doler, ellos, pretérito imperfecto",doler,boleć,to hurt,ellos,pret_imperfecto,dolían,,False,
"doler, tú, imperativo",doler,boleć,to hurt,tu,imperativo,d<em>ue</em>le,,True,
"doler, usted, imperativo",doler,boleć,to hurt,ud,imperativo,d<em>ue</em>la,,True,
"doler, ns, imperativo",doler,boleć,to hurt,ns,imperativo,dolamos,,False,
"doler, vs, imperativo",doler,boleć,to hurt,vs,imperativo,doled,,False,
"doler, ustedes, imperativo",doler,boleć,to hurt,uds,imperativo,d<em>ue</em>lan,,True,
"dormir, yo, presente",dormir,spać,to sleep,yo,presente,d<em>ue</em>rmo,śpę,True,
"dormir, tú, presente",dormir,spać,to sleep,tu,presente,d<em>ue</em>rmes,śpisz,True,
"dormir, él, presente",dormir,spać,to sleep,el,presente,d<em>ue</em>rme,śpi,True,
"dormir, ns, presente",dormir,spać,to sleep,ns,presente,dormimos,śpimy,False,
"dormir, vs, presente",dormir,spać,to sleep,vs,presente,dormís,śpicie,False,
"dormir, ellos, presente",dormir,spać,to sleep,ellos,presente,d<em>ue</em>rmen,śpią,True,
"dormir, yo, pret. indefinido",dormir,spać,to sleep,yo,pret_indefinido,dormí,spałem,False,
"dormir, tú, pret. indefinido",dormir,spać,to sleep,tu,pret_indefinido,dormiste,spałeś,False,
"dormir, él, pret. indefinido",dormir,spać,to sleep,el,pret_indefinido,d<em>u</em>rmió,spał,True,
"dormir, ns, pret. indefinido",dormir,spać,to sleep,ns,pret_indefinido,dormimos,spaliśmy,False,
"dormir, vs, pret. indefinido",dormir,spać,to sleep,vs,pret_indefinido,dormisteis,spaliście,False,
"dormir, ellos, pret. indefinido",dormir,spać,to sleep,ellos,pret_indefinido,d<em>u</em>rmieron,spali,True,
"dormir, yo, pret. perfecto",dormir,spać,to sleep,yo,pret_perfecto,he dormido,,False,
"dormir, tú, pret. perfecto",dormir,spać,to sleep,tu,pret_perfecto,has dormido,,False,
"dormir, él, pret. perfecto",dormir,spać,to sleep,el,pret_perfecto,ha dormido,,False,
"dormir, ns, pret. perfecto",dormir,spać,to sleep,ns,pret_perfecto,hemos dormido,,False,
"dormir, vs, pret. perfecto",dormir,spać,to sleep,vs,pret_perfecto,habéis dormido,,False,
"dormir, ellos, pret. perfecto",dormir,spać,to sleep,ellos,pret_perfecto,han dormido,,False,
"dormir, yo, presente progresivo",dormir,spać,to sleep,yo,presente_progresivo,estoy d<em>u</em>rmiendo,,True,
"dormir, tú, presente progresivo",dormir,spać,to sleep,tu,presente_progresivo,estás d<em>u</em>rmiendo,,True,
"dormir, él, presente progresivo",dormir,spać,to sleep,el,presente_progresivo,está d<em>u</em>rmiendo,,True,
"dormir, ns, presente progresivo",dormir,spać,to sleep,ns,presente_progresivo,estamos d<em>u</em>rmiendo,,True,
"dormir, vs, presente progresivo",dormir,spać,to sleep,vs,presente_progresivo,estáis d<em>u</em>rmiendo,,True,
"dormir, ellos, presente progresivo",dormir,spać,to sleep,ellos,presente_progresivo,están d<em>u</em>rmiendo,,True,
"dormir, yo, pretérito imperfecto",dormir,spać,to sleep,yo,pret_imperfecto,dormía,,False,
"dormir, tú, pretérito imperfecto",dormir,spać,to sleep,tu,pret_imperfecto,dormías,,False,
"dormir, él, pretérito imperfecto",dormir,spać,to sleep,el,pret_imperfecto,dormía,,False,
"dormir, ns, pretérito imperfecto",dormir,spać,to sleep,ns,pret_imperfecto,dormíamos,,False,
"dormir, vs, pretérito imperfecto",dormir,spać,to sleep,vs,pret_imperfecto,dormíais,,False,
"dormir, ellos, pretérito imperfecto",dormir,spać,to sleep,ellos,pret_imperfecto,dormían,,False,
"dormir, tú, imperativo",dormir,spać,to sleep,tu,imperativo,d<em>ue</em>rme,,True,
"dormir, usted, imperativo",dormir,spać,to sleep,ud,imperativo,d<em>ue</em>rma,,True,
"dormir, ns, imperativo",dormir,spać,to sleep,ns,imperativo,d<em>u</em>rmamos,,True,
"dormir, vs, imperativo",dormir,spać,to sleep,vs,imperativo,dormid,,False,
"dormir, ustedes, imperativo",dormir,spać,to sleep,uds,imperativo,d<em>ue</em>rman,,True,
"empezar, yo, presente",empezar,zaczynać,to start,yo,presente,emp<em>i</em>ezo,zaczynam,True,
"empezar, tú, presente",empezar,zaczynać,to start,tu,presente,emp<em>i</em>ezas,zaczynasz,True,
"empezar, él, presente",empezar,zaczynać,to start,el,presente,emp<em>i</em>eza,zaczyna,True,
"empezar, ns, presente",empezar,zaczynać,to start,ns,presente,empezamos,zaczynamy,False,
"empezar, vs, presente",empezar,zaczynać,to start,vs,presente,empezáis,zaczynacie,False,
"empezar, ellos, presente",empezar,zaczynać,to start,ellos,presente,emp<em>i</em>ezan,zaczynją,True,
"empezar, yo, pret. indefinido",empezar,zaczynać,to start,yo,pret_indefinido,empe<em>c</em>é,zaczynałem,True,
"empezar, tú, pret. indefinido",empezar,zaczynać,to start,tu,pret_indefinido,empezaste,zaczynałeś,False,
"empezar, él, pret. indefinido",empezar,zaczynać,to start,el,pret_indefinido,empezó,zaczynał,False,
"empezar, ns, pret. indefinido",empezar,zaczynać,to start,ns,pret_indefinido,empezamos,zaczynaliśmy,False,
"empezar, vs, pret. indefinido",empezar,zaczynać,to start,vs,pret_indefinido,empezasteis,zaczynaliście,False,
"empezar, ellos, pret. indefinido",empezar,zaczynać,to start,ellos,pret_indefinido,empezaron,zaczynali,False,
"empezar, yo, pret. perfecto",empezar,zaczynać,to start,yo,pret_perfecto,he empezado,,False,
"empezar, tú, pret. perfecto",empezar,zaczynać,to start,tu,pret_perfecto,has empezado,,False,
"empezar, él, pret. perfecto",empezar,zaczynać,to start,el,pret_perfecto,ha empezado,,False,
"empezar, ns, pret. perfecto",empezar,zaczynać,to start,ns,pret_perfecto,hemos empezado,,False,
"empezar, vs, pret. perfecto",empezar,zaczynać,to start,vs,pret_perfecto,habéis empezado,,False,
"empezar, ellos, pret. perfecto",empezar,zaczynać,to start,ellos,pret_perfecto,han empezado,,False,
"empezar, yo, presente progresivo",empezar,zaczynać,to start,yo,presente_progresivo,estoy empezando,,False,
"empezar, tú, presente progresivo",empezar,zaczynać,to start,tu,presente_progresivo,estás empezando,,False,
"empezar, él, presente progresivo",empezar,zaczynać,to start,el,presente_progresivo,está empezando,,False,
"empezar, ns, presente progresivo",empezar,zaczynać,to start,ns,presente_progresivo,estamos empezando,,False,
"empezar, vs, presente progresivo",empezar,zaczynać,to start,vs,presente_progresivo,estáis empezando,,False,
"empezar, ellos, presente progresivo",empezar,zaczynać,to start,ellos,presente_progresivo,están empezando,,False,
"empezar, yo, pretérito imperfecto",empezar,zaczynać,to start,yo,pret_imperfecto,empezaba,,False,
"empezar, tú, pretérito imperfecto",empezar,zaczynać,to start,tu,pret_imperfecto,empezabas,,False,
"empezar, él, pretérito imperfecto",empezar,zaczynać,to start,el,pret_imperfecto,empezaba,,False,
"empezar, ns, pretérito imperfecto",empezar,zaczynać,to start,ns,pret_imperfecto,empezábamos,,False,
"empezar, vs, pretérito imperfecto",empezar,zaczynać,to start,vs,pret_imperfecto,empezabais,,False,
"empezar, ellos, pretérito imperfecto",empezar,zaczynać,to start,ellos,pret_imperfecto,empezaban,,False,
"empezar, tú, imperativo",empezar,zaczynać,to start,tu,imperativo,emp<em>i</em>eza,,True,
"empezar, usted, imperativo",empezar,zaczynać,to start,ud,imperativo,emp<em>iec</em>e,,True,
"empezar, ns, imperativo",empezar,zaczynać,to start,ns,imperativo,empe<em>c</em>emos,,True,
"empezar, vs, imperativo",empezar,zaczynać,to start,vs,imperativo,empezad,,False,
"empezar, ustedes, imperativo",empezar,zaczynać,to start,uds,imperativo,emp<em>iec</em>en,,True,
"entender, yo, presente",entender,rozumieć,to understand,yo,presente,ent<em>i</em>endo,,True,
"entender, tú, presente",entender,rozumieć,to understand,tu,presente,ent<em>i</em>endes,,True,
"entender, él, presente",entender,rozumieć,to understand,el,presente,ent<em>i</em>ende,,True,
"entender, ns, presente",entender,rozumieć,to understand,ns,presente,entendemos,,False,
"entender, vs, presente",entender,rozumieć,to understand,vs,presente,entendéis,,False,
"entender, ellos, presente",entender,rozumieć,to understand,ellos,presente,ent<em>i</em>enden,,True,
"entender, yo, pret. indefinido",entender,rozumieć,to understand,yo,pret_indefinido,entendí,,False,
"entender, tú, pret. indefinido",entender,rozumieć,to understand,tu,pret_indefinido,entendiste,,False,
"entender, él, pret. indefinido",entender,rozumieć,to understand,el,pret_indefinido,entendió,,False,
"entender, ns, pret. indefinido",entender,rozumieć,to understand,ns,pret_indefinido,entendimos,,False,
"entender, vs, pret. indefinido",entender,rozumieć,to understand,vs,pret_indefinido,entendisteis,,False,
"entender, ellos, pret. indefinido",entender,rozumieć,to understand,ellos,pret_indefinido,entendieron,,False,
"entender, yo, pret. perfecto",entender,rozumieć,to understand,yo,pret_perfecto,he entendido,,False,
"entender, tú, pret. perfecto",entender,rozumieć,to understand,tu,pret_perfecto,has entendido,,False,
"entender, él, pret. perfecto",entender,rozumieć,to understand,el,pret_perfecto,ha entendido,,False,
"entender, ns, pret. perfecto",entender,rozumieć,to understand,ns,pret_perfecto,hemos entendido,,False,
"entender, vs, pret. perfecto",entender,rozumieć,to understand,vs,pret_perfecto,habéis entendido,,False,
"entender, ellos, pret. perfecto",entender,rozumieć,to understand,ellos,pret_perfecto,han entendido,,False,
"entender, yo, presente progresivo",entender,rozumieć,to understand,yo,presente_progresivo,estoy entendiendo,,False,
"entender, tú, presente progresivo",entender,rozumieć,to understand,tu,presente_progresivo,estás entendiendo,,False,
"entender, él, presente progresivo",entender,rozumieć,to understand,el,presente_progresivo,está entendiendo,,False,
"entender, ns, presente progresivo",entender,rozumieć,to understand,ns,presente_progresivo,estamos entendiendo,,False,
"entender, vs, presente progresivo",entender,rozumieć,to understand,vs,presente_progresivo,estáis entendiendo,,False,
"entender, ellos, presente progresivo",entender,rozumieć,to understand,ellos,presente_progresivo,están entendiendo,,False,
"entender, yo, pretérito imperfecto",entender,rozumieć,to understand,yo,pret_imperfecto,entendía,,False,
"entender, tú, pretérito imperfecto",entender,rozumieć,to understand,tu,pret_imperfecto,entendías,,False,
"entender, él, pretérito imperfecto",entender,rozumieć,to understand,el,pret_imperfecto,entendía,,False,
"entender, ns, pretérito imperfecto",entender,rozumieć,to understand,ns,pret_imperfecto,entendíamos,,False,
"entender, vs, pretérito imperfecto",entender,rozumieć,to understand,vs,pret_imperfecto,entendíais,,False,
"entender, ellos, pretérito imperfecto",entender,rozumieć,to understand,ellos,pret_imperfecto,entendían,,False,
"entender, tú, imperativo",entender,rozumieć,to understand,tu,imperativo,ent<em>i</em>ende,,True,
"entender, usted, imperativo",entender,rozumieć,to understand,ud,imperativo,ent<em>i</em>enda,,True,
"entender, ns, imperativo",entender,rozumieć,to understand,ns,imperativo,entendamos,,False,
"entender, vs, imperativo",entender,rozumieć,to understand,vs,imperativo,entended,,False,
"entender, ustedes, imperativo",entender,rozumieć,to understand,uds,imperativo,ent<em>i</em>endan,,True,
"equivocarse, yo, presente",equivocarse,pomylić się,to make a mistake,yo,presente,me equivoco,,False,
"equivocarse, tú, presente",equivocarse,pomylić się,to make a mistake,tu,presente,te equivocas,,False,
"equivocarse, él, presente",equivocarse,pomylić się,to make a mistake,el,presente,se equivoca,,False,
"equivocarse, ns, presente",equivocarse,pomylić się,to make a mistake,ns,presente,nos equivocamos,,False,
"equivocarse, vs, presente",equivocarse,pomylić się,to make a mistake,vs,presente,os equivocáis,,False,
"equivocarse, ellos, presente",equivocarse,pomylić się,to make a mistake,ellos,presente,se equivocan,,False,
"equivocarse, yo, pret. indefinido",equivocarse,pomylić się,to make a mistake,yo,pret_indefinido,me equivo<em>qu</em>é,,True,
"equivocarse, tú, pret. indefinido",equivocarse,pomylić się,to make a mistake,tu,pret_indefinido,te equivocaste,,False,
"equivocarse, él, pret. indefinido",equivocarse,pomylić się,to make a mistake,el,pret_indefinido,se equivocó,,False,
